age,income,tenure,education,marital_status,segment,credit_limit,balance,utilization,transactions_3m,avg_spend,digital_usage,web_visits_30d,preferred_channel,last_contact_days,last_contact_channel,prev_response,offers_received_6m,delinq_12m,complaints_12m,risk_segment,city,campaign_type,target
51,9449.17,9,Secundaria,Divorciado,Masivo,13658.72,866.9,0.063,22,258.34,0.382,8.0,App,342,App,1,0,0,0,Medio,Lima,Cero Interés,1
23,14620.91,21,Tecnico,Soltero,Masivo,13471.56,2521.84,0.187,55,244.01,0.532,18.0,Web,208,Email,0,5,1,0,Medio,Trujillo,Upgrade,0
71,18137.05,11,Tecnico,Soltero,Masivo,9702.12,8939.26,0.921,33,285.49,0.859,6.0,Call,201,SMS,0,3,0,0,Bajo,Cusco,Cashback,0
39,10899.59,12,Secundaria,Casado,Masivo,23350.47,16179.83,0.693,30,168.45,0.042,9.0,Call,86,Email,0,0,1,0,Medio,Piura,Cashback,0
24,41121.54,4,Universitario,Casado,Masivo,15214.14,2771.81,0.182,60,137.62,0.137,8.0,App,177,Email,1,1,0,0,Bajo,Chiclayo,Upgrade,1
63,55257.06,3,Secundaria,Soltero,Masivo,13702.22,4514.44,0.329,51,304.12,0.001,0.0,App,101,Email,1,1,0,0,Bajo,Lima,Cashback,1
56,22905.68,24,Postgrado,Soltero,Preferente,15379.76,12991.99,0.845,24,228.54,0.32,1.0,Call,254,Call,1,2,0,0,Bajo,Lima,Millas,0
54,17936.05,23,Universitario,Soltero,Masivo,15917.04,11018.49,0.692,53,503.66,0.167,0.0,Web,212,App,1,1,1,0,Bajo,Trujillo,Cashback,0
23,9438.16,3,Tecnico,Soltero,Premium,13560.08,3652.69,0.269,22,116.76,0.279,2.0,Web,18,SMS,0,3,0,0,Bajo,Lima,Upgrade,0
61,39074.17,14,Universitario,Casado,Masivo,23341.28,21691.4,0.929,10,243.01,0.075,7.0,Web,146,App,1,2,0,0,Alto,Lima,Millas,0
55,18735.09,17,Universitario,Soltero,Preferente,23269.37,13353.59,0.574,45,91.02,0.345,12.0,App,50,Email,0,2,0,2,Medio,Arequipa,Millas,0
63,15606.11,22,Universitario,Casado,Masivo,15160.64,8254.18,0.544,17,293.93,0.4,14.0,Web,7,SMS,0,1,0,0,Medio,Lima,Cashback,0
65,22938.85,14,Tecnico,Casado,Masivo,9059.43,5235.42,0.578,16,225.08,0.926,20.0,App,335,Email,0,2,0,0,Medio,Lima,Millas,0
32,13455.51,21,Universitario,Casado,Preferente,16792.31,11915.36,0.71,21,312.94,0.571,8.0,Sucursal,90,App,0,6,2,0,Bajo,Lima,Cashback,0
32,19407.94,3,Secundaria,Divorciado,Premium,10337.34,2967.04,0.287,42,164.3,0.845,7.0,Call,170,App,0,1,0,0,Bajo,Arequipa,Cashback,0
70,8767.15,1,Universitario,Soltero,Masivo,24493.32,1752.61,0.072,53,29.29,0.624,0.0,App,112,Call,0,2,0,1,Bajo,Chiclayo,Cero Interés,1
49,31055.88,12,Secundaria,Soltero,Masivo,25500.16,16205.47,0.636,34,403.18,0.447,2.0,Call,357,Email,0,1,0,0,Alto,Cusco,Cero Interés,0
44,17116.44,7,Tecnico,Soltero,Preferente,19548.88,9315.21,0.477,17,357.95,0.891,11.0,App,277,SMS,0,2,0,0,Bajo,Piura,Cashback,1
36,32189.66,19,Universitario,Soltero,Premium,6383.06,4980.37,0.78,19,363.17,0.773,17.0,Sucursal,183,App,0,2,0,1,Bajo,Lima,Millas,1
55,16308.34,9,Secundaria,Casado,Preferente,11246.43,9948.96,0.885,11,356.68,0.027,14.0,Web,358,Call,0,0,0,0,Bajo,Lima,Upgrade,0
61,16846.53,10,Secundaria,Soltero,Masivo,13105.92,7859.03,0.6,52,261.94,0.22,4.0,App,162,SMS,0,1,0,0,Bajo,Lima,Cashback,0
21,9836.36,13,Universitario,Casado,Masivo,8625.26,5051.2,0.586,23,323.38,0.999,2.0,Web,99,Email,0,0,0,0,Bajo,Lima,Millas,1
50,26367.26,24,Tecnico,Divorciado,Premium,12390.14,7712.65,0.622,43,141.21,0.77,0.0,App,76,SMS,0,0,0,0,Alto,Chiclayo,Upgrade,0
74,11638.57,2,Secundaria,Soltero,Masivo,16140.37,1945.05,0.121,6,199.97,0.413,7.0,Web,13,App,0,2,0,0,Bajo,Chiclayo,Cero Interés,0
36,14140.37,14,Tecnico,Soltero,Masivo,18203.05,6857.48,0.377,62,386.23,0.592,17.0,Sucursal,180,Call,0,0,0,0,Bajo,Cusco,Cashback,0
36,18043.19,10,Postgrado,Casado,Preferente,23528.44,15098.65,0.642,38,493.57,0.772,5.0,Sucursal,5,Call,0,3,0,0,Bajo,Arequipa,Cashback,0
68,19160.61,1,Universitario,Casado,Masivo,14363.42,7530.53,0.524,10,289.39,0.392,4.0,Call,136,App,0,3,0,2,Bajo,Cusco,Cashback,0
24,8000.0,20,Universitario,Soltero,Masivo,12415.22,9388.5,0.756,28,10.0,0.044,6.0,Call,74,SMS,0,5,1,0,Bajo,Cusco,Millas,0
42,,22,Universitario,Casado,Preferente,5499.97,861.09,0.157,42,292.64,0.617,6.0,Web,52,SMS,0,1,2,0,Bajo,Lima,Millas,0
45,26839.1,5,Universitario,Soltero,Premium,16948.79,10560.84,0.623,23,420.25,0.116,8.0,App,290,Email,0,1,0,0,Medio,Lima,Cero Interés,1
64,14925.57,19,Universitario,Casado,Preferente,11349.35,9140.34,0.805,45,213.54,0.242,0.0,App,14,Call,1,0,0,0,Medio,Lima,Cashback,0
27,16117.07,17,Universitario,Casado,Masivo,13060.63,8450.23,0.647,62,129.53,0.519,2.0,Call,345,App,0,5,2,0,Bajo,Trujillo,Cashback,0
44,19559.24,17,Universitario,Soltero,Preferente,10561.7,1261.03,0.119,55,365.31,0.797,5.0,Call,272,Email,0,3,0,0,Bajo,Arequipa,Cero Interés,1
29,16933.0,12,Universitario,Soltero,Preferente,10759.84,6958.79,0.647,38,207.46,0.225,9.0,App,68,Email,0,3,0,0,Bajo,Lima,Cero Interés,0
63,10772.4,8,Tecnico,Casado,Masivo,19548.95,15940.89,0.815,64,206.6,0.192,4.0,Call,16,App,0,3,0,1,Bajo,Lima,Millas,1
55,17708.98,2,Secundaria,Casado,Masivo,14127.34,2594.56,0.184,42,49.62,0.425,8.0,App,114,App,0,0,0,1,Bajo,Arequipa,Millas,0
47,29644.64,1,Secundaria,Casado,Premium,25460.35,15450.34,0.607,36,52.01,0.137,4.0,App,18,Email,0,3,0,0,Alto,Cusco,Upgrade,0
42,10661.69,5,Universitario,Casado,Masivo,6700.46,3267.49,0.488,37,350.32,0.25,12.0,Call,280,Email,0,1,0,0,Bajo,Trujillo,Upgrade,0
29,14954.37,13,Postgrado,Casado,Masivo,23280.44,5867.58,0.252,40,101.63,0.301,9.0,Web,219,Email,0,2,0,0,Alto,Lima,Upgrade,1
70,9037.92,4,Universitario,Casado,Preferente,11075.84,4958.54,0.448,46,462.25,0.781,8.0,Call,351,Call,0,1,0,0,Bajo,Lima,Millas,0
55,28873.83,17,Universitario,Casado,Preferente,14141.03,6089.01,0.431,23,489.3,0.663,11.0,App,155,SMS,1,1,1,0,Bajo,Lima,Cashback,0
38,,15,Universitario,Soltero,Masivo,17989.12,10152.08,0.564,59,124.75,0.362,10.0,Call,64,Call,1,2,0,0,Bajo,Lima,Cero Interés,0
43,11788.74,9,Postgrado,Soltero,Preferente,21714.19,15708.66,0.723,62,167.14,0.946,4.0,Sucursal,297,App,1,1,0,0,Bajo,Piura,Millas,0
60,18885.18,3,Universitario,Casado,Preferente,21990.05,3016.22,0.137,83,334.6,0.276,3.0,App,46,Email,1,3,0,0,Bajo,Chiclayo,Millas,0
59,9879.33,13,Tecnico,Soltero,Preferente,21854.2,5051.12,0.231,8,433.25,0.508,14.0,App,216,App,1,1,0,1,Bajo,Arequipa,Millas,1
45,10756.36,20,Tecnico,Soltero,Preferente,13074.13,8208.88,0.628,39,270.27,0.619,17.0,Web,352,SMS,0,6,0,1,Bajo,Lima,Cashback,1
37,8690.04,10,Tecnico,Soltero,Masivo,27220.21,4374.58,0.161,24,171.86,0.956,13.0,Web,41,Call,0,1,0,0,Bajo,Trujillo,Cashback,0
56,10578.83,20,Secundaria,Divorciado,Preferente,18836.36,12084.39,0.642,50,203.62,0.855,13.0,Web,268,SMS,0,2,0,0,Bajo,Piura,Cashback,1
56,35549.05,7,Secundaria,Casado,Masivo,1000.0,641.29,0.641,61,263.46,0.374,2.0,App,198,Email,0,1,0,1,Medio,Lima,Cero Interés,0
53,12499.46,2,Tecnico,Casado,Masivo,14947.31,5275.91,0.353,39,185.48,0.501,7.0,Call,100,Email,0,5,0,0,Bajo,Lima,Cashback,0
24,22768.03,16,Secundaria,Divorciado,Masivo,12048.82,11323.62,0.94,33,396.36,0.457,6.0,Web,287,App,0,1,0,0,Medio,Lima,Cero Interés,0
46,11870.95,22,Secundaria,Casado,Masivo,12524.6,5967.97,0.476,30,166.74,0.305,6.0,Sucursal,100,SMS,0,1,0,2,Medio,Lima,Millas,0
54,26364.32,22,Postgrado,Casado,Masivo,19174.0,17556.98,0.916,35,305.1,0.481,3.0,Web,249,Email,0,1,0,0,Medio,Cusco,Millas,1
72,10796.3,24,Tecnico,Casado,Masivo,16867.38,3556.77,0.211,46,341.43,0.089,9.0,Sucursal,259,Email,1,1,1,0,Bajo,Chiclayo,Millas,1
49,18390.95,3,Universitario,Casado,Masivo,9985.63,8905.55,0.892,45,251.19,0.055,9.0,Web,237,SMS,0,3,0,0,Bajo,Cusco,Upgrade,0
39,18516.65,2,Secundaria,Casado,Preferente,25241.17,14355.97,0.569,66,222.85,0.069,3.0,Web,122,Call,0,1,0,0,Medio,Piura,Millas,0
51,57751.39,14,Postgrado,Casado,Masivo,5724.29,5385.43,0.941,36,247.1,0.136,4.0,Call,345,Email,0,5,0,0,Bajo,Lima,Cashback,0
30,24716.16,23,Universitario,Casado,Preferente,5251.5,3088.26,0.588,55,145.45,0.284,8.0,App,231,App,0,1,0,0,Bajo,Lima,Cashback,0
25,13407.21,24,Postgrado,Casado,Preferente,7117.51,6321.51,0.888,23,342.98,0.639,7.0,Web,224,Email,1,1,0,0,Bajo,Arequipa,Cashback,0
57,25400.51,7,Universitario,Casado,Masivo,17830.03,6499.67,0.365,16,234.32,0.841,4.0,Web,103,SMS,0,2,0,0,Bajo,Trujillo,Cero Interés,1
74,52527.24,10,Universitario,Soltero,Premium,17291.75,10713.61,0.62,57,219.8,0.781,6.0,Sucursal,96,Email,0,1,0,0,Bajo,Cusco,Cashback,0
66,8000.0,16,Tecnico,Soltero,Masivo,9033.62,712.32,0.079,47,118.55,0.326,1.0,Call,82,Email,0,3,1,0,Medio,Cusco,Millas,0
52,11834.32,22,Tecnico,Soltero,Preferente,10553.71,6066.22,0.575,30,483.76,0.043,11.0,App,8,SMS,0,1,0,0,Bajo,Lima,Upgrade,0
23,16019.33,5,Universitario,Soltero,Masivo,14691.36,5692.78,0.387,23,352.87,0.054,6.0,App,45,Email,0,2,0,0,Bajo,Lima,Cero Interés,1
74,14639.17,24,Secundaria,Casado,Preferente,7240.52,5731.71,0.792,31,74.79,0.798,5.0,Call,160,Email,0,2,0,0,Alto,Lima,Cero Interés,0
45,15269.64,20,Secundaria,Soltero,Preferente,20310.53,10096.89,0.497,43,317.83,0.872,10.0,Web,141,Call,0,0,2,0,Bajo,Lima,Cero Interés,0
36,9394.54,2,Universitario,Divorciado,Masivo,25683.94,13376.31,0.521,42,176.89,0.932,13.0,Sucursal,166,SMS,1,4,0,0,Medio,Trujillo,Millas,1
69,36387.41,21,Secundaria,Soltero,Premium,13477.38,12600.03,0.935,13,140.95,0.966,8.0,App,23,App,0,2,0,0,Bajo,Piura,Cashback,1
61,8854.63,16,Universitario,Soltero,Masivo,17147.25,14600.23,0.851,16,162.17,0.849,4.0,Sucursal,25,Email,0,1,1,0,Medio,Arequipa,Upgrade,0
61,16315.87,24,Secundaria,Casado,Preferente,15480.26,13752.17,0.888,42,312.26,0.355,9.0,Web,332,SMS,0,2,0,1,Medio,Lima,Millas,0
35,30421.82,6,Tecnico,Soltero,Masivo,24293.35,4924.49,0.203,50,232.72,0.475,8.0,App,255,Call,0,2,0,0,Bajo,Trujillo,Cero Interés,1
74,17763.62,24,Tecnico,Soltero,Masivo,28307.54,23840.38,0.842,25,243.93,0.832,9.0,App,323,App,0,2,0,0,Medio,Trujillo,Millas,0
45,11051.3,2,Tecnico,Soltero,Preferente,12218.08,5315.12,0.435,14,284.03,0.898,12.0,Call,140,SMS,0,0,0,0,Bajo,Lima,Cashback,0
49,9188.08,2,Universitario,Casado,Masivo,14947.94,12213.04,0.817,40,362.67,0.361,7.0,App,142,Email,1,3,1,1,Bajo,Chiclayo,Upgrade,0
61,16074.68,11,Universitario,Soltero,Preferente,20729.21,10525.62,0.508,0,527.41,0.628,13.0,App,162,Email,0,2,1,0,Bajo,Lima,Millas,0
56,12350.91,16,Secundaria,Casado,Preferente,17136.65,11139.87,0.65,32,218.39,0.179,5.0,Sucursal,121,Email,0,2,0,0,Bajo,Chiclayo,Cero Interés,0
30,19982.57,5,Tecnico,Soltero,Preferente,8339.88,2299.64,0.276,50,199.02,0.002,4.0,Web,21,Email,0,3,0,1,Bajo,Lima,Millas,1
37,8948.8,7,Universitario,Soltero,Masivo,2058.8,463.54,0.225,35,262.73,0.355,12.0,App,234,App,0,3,1,0,Bajo,Piura,Millas,0
40,27079.11,10,Secundaria,Soltero,Premium,10541.53,5815.38,0.552,11,334.6,0.921,10.0,App,50,App,0,1,0,0,Alto,Arequipa,Cero Interés,1
72,19106.33,4,Secundaria,Soltero,Preferente,17017.69,3045.55,0.179,67,381.67,0.656,7.0,Web,49,App,1,0,0,0,Medio,Lima,Millas,0
59,19829.35,5,Tecnico,Casado,Preferente,11964.22,7325.45,0.612,40,130.55,0.895,7.0,Call,184,SMS,0,2,2,0,Alto,Trujillo,Upgrade,0
40,37069.08,4,Universitario,Casado,Masivo,7339.5,583.15,0.079,43,541.0,0.359,6.0,Web,124,Email,0,4,0,1,Medio,Lima,Cashback,0
60,14488.38,23,Tecnico,Casado,Masivo,10660.84,2451.61,0.23,55,108.61,0.047,6.0,App,64,App,0,3,0,0,Medio,Lima,Cashback,1
60,12545.18,23,Secundaria,Casado,Masivo,27538.35,8197.24,0.298,36,356.94,0.359,1.0,App,290,SMS,0,3,0,0,Alto,Piura,Cero Interés,0
42,13713.26,16,Postgrado,Soltero,Preferente,6823.22,1377.26,0.202,35,340.17,0.429,4.0,Web,329,Email,0,1,0,0,Medio,Chiclayo,Millas,0
42,16378.7,17,Postgrado,Casado,Masivo,12519.69,1959.1,0.156,62,81.82,0.672,7.0,App,180,Email,0,2,0,0,Medio,Cusco,Millas,0
69,,4,Universitario,Casado,Masivo,11110.19,8191.89,0.737,25,282.33,0.967,0.0,Sucursal,125,App,0,3,0,0,Bajo,Lima,Cashback,0
51,11904.25,2,Universitario,Casado,Masivo,28416.55,12127.7,0.427,56,40.45,0.311,0.0,Web,67,Email,0,3,0,0,Medio,Lima,Cashback,0
29,8000.0,10,Postgrado,Casado,Masivo,4415.91,1233.29,0.279,19,150.48,0.757,0.0,Web,281,Email,0,1,0,0,Bajo,Trujillo,Upgrade,0
59,13623.28,24,Universitario,Soltero,Preferente,9226.47,2991.15,0.324,26,241.96,0.887,13.0,Call,90,Email,0,1,0,0,Bajo,Chiclayo,Upgrade,0
52,21588.43,12,Universitario,Casado,Preferente,15176.89,11600.97,0.764,45,266.99,0.248,17.0,App,240,Email,0,2,0,0,Medio,Arequipa,Cero Interés,0
48,19305.19,20,Tecnico,Casado,Premium,15907.45,4029.88,0.253,65,399.41,0.781,9.0,Sucursal,153,Email,0,1,0,0,Bajo,Arequipa,Cashback,0
60,32852.31,9,Secundaria,Casado,Masivo,22583.1,16612.35,0.736,42,166.91,0.954,7.0,Call,48,Email,0,1,0,0,Bajo,Cusco,Cashback,1
69,47941.81,8,Universitario,Soltero,Masivo,21859.98,15453.81,0.707,14,293.66,0.777,13.0,Call,255,SMS,1,4,0,1,Bajo,Lima,Cero Interés,1
38,26361.68,20,Universitario,Soltero,Masivo,9804.51,1086.11,0.111,52,361.1,0.397,2.0,Web,208,Call,0,0,0,0,Bajo,Lima,Cashback,0
43,35999.5,12,Tecnico,Viudo,Preferente,16926.96,14649.64,0.865,25,243.03,0.583,9.0,Web,132,Call,0,1,0,0,Bajo,Trujillo,Millas,0
31,26459.94,18,Universitario,Casado,Premium,13521.09,7540.21,0.558,51,249.35,0.746,9.0,App,218,Email,0,0,0,0,Medio,Lima,Millas,1
55,42401.95,18,Universitario,Soltero,Masivo,11528.85,9277.74,0.805,45,75.15,0.808,6.0,App,161,SMS,0,0,0,0,Bajo,Arequipa,Upgrade,0
42,,18,Tecnico,Soltero,Masivo,21846.17,7348.34,0.336,12,55.86,0.708,0.0,App,309,App,0,2,0,0,Bajo,Arequipa,Cero Interés,0
39,29015.42,17,Universitario,Casado,Premium,16514.09,11079.99,0.671,46,149.05,0.978,13.0,Web,37,App,0,2,0,0,Bajo,Lima,Cashback,1
58,,20,Secundaria,Soltero,Masivo,25894.95,15335.21,0.592,17,417.04,0.862,5.0,Call,186,Email,1,0,0,0,Bajo,Trujillo,Upgrade,0
43,16274.97,12,Universitario,Soltero,Masivo,18065.34,5293.7,0.293,64,417.5,0.215,4.0,Sucursal,123,Call,0,1,0,0,Bajo,Lima,Cero Interés,0
46,,8,Postgrado,Divorciado,Masivo,21224.16,17328.57,0.816,11,399.8,0.999,0.0,Sucursal,105,App,1,6,1,0,Bajo,Lima,Cero Interés,1
44,15230.9,13,Universitario,Soltero,Masivo,1000.0,782.49,0.782,37,294.54,0.704,10.0,Web,62,Email,0,2,0,0,Medio,Lima,Millas,0
34,24603.05,8,Universitario,Soltero,Masivo,15367.36,10035.54,0.653,22,312.65,0.913,9.0,App,195,SMS,0,1,1,0,Medio,Cusco,Cashback,1
27,12579.53,2,Universitario,Casado,Preferente,17771.67,14774.39,0.831,65,200.7,0.497,10.0,Web,218,SMS,1,5,0,0,Bajo,Lima,Cero Interés,1
65,16390.33,9,Tecnico,Soltero,Preferente,18418.03,4551.32,0.247,12,205.3,0.894,5.0,,305,Email,0,0,1,0,Bajo,Lima,Upgrade,0
25,8000.0,13,Universitario,Soltero,Masivo,25574.41,17625.57,0.689,81,10.0,0.985,6.0,Web,144,Email,0,1,0,0,Medio,Piura,Cero Interés,0
38,42682.53,13,Tecnico,Casado,Preferente,19087.84,5904.93,0.309,33,275.14,0.822,4.0,Call,55,App,0,2,2,0,Medio,Lima,Cashback,1
57,16151.41,9,Universitario,Casado,Masivo,6275.91,5620.22,0.896,29,306.54,0.798,9.0,App,252,App,0,1,0,0,Bajo,Lima,Millas,0
28,22647.17,18,Universitario,Casado,Masivo,18537.35,10348.04,0.558,53,176.01,0.216,7.0,App,134,Email,0,0,0,0,Bajo,Chiclayo,Upgrade,0
56,37380.08,7,Universitario,Casado,Masivo,20629.83,16796.83,0.814,39,359.51,0.135,6.0,Sucursal,117,App,1,3,0,0,Medio,Piura,Upgrade,1
60,20955.3,16,Tecnico,Casado,Masivo,10501.35,2222.93,0.212,24,397.44,0.769,1.0,Web,194,Email,0,1,0,0,Bajo,Lima,Millas,1
56,37129.68,7,Tecnico,Casado,Premium,11892.54,3999.34,0.336,26,115.24,0.706,6.0,App,211,App,0,1,1,0,Medio,Trujillo,Cashback,0
37,9692.73,24,Tecnico,Casado,Masivo,20287.33,14946.53,0.737,31,527.2,0.624,0.0,App,202,Email,0,1,0,0,Medio,Lima,Upgrade,0
22,59795.66,16,Secundaria,Casado,Masivo,14806.74,5521.33,0.373,27,315.34,0.446,4.0,Call,44,Email,0,1,0,0,Alto,Lima,Cero Interés,0
68,31056.24,14,Tecnico,Soltero,Preferente,22448.9,2939.38,0.131,54,436.15,0.065,3.0,App,349,Call,0,2,0,0,Bajo,Cusco,Millas,1
38,20022.29,11,Secundaria,Casado,Masivo,16096.23,10324.66,0.641,41,167.43,0.571,6.0,Web,260,Call,0,1,0,0,Bajo,Lima,Millas,0
64,36773.75,19,Postgrado,Soltero,Masivo,1000.0,149.04,0.149,48,424.11,0.532,9.0,App,347,Call,0,2,0,0,Alto,Arequipa,Upgrade,0
31,10053.56,11,Secundaria,Soltero,Masivo,15212.76,8368.05,0.55,32,329.43,0.717,7.0,App,360,App,0,2,2,0,Bajo,Piura,Cero Interés,0
29,15610.4,20,Universitario,Divorciado,Masivo,12024.8,9655.64,0.803,51,214.8,0.089,4.0,Web,143,Email,0,4,0,0,Bajo,Chiclayo,Upgrade,0
63,37127.94,4,Secundaria,Soltero,Masivo,19124.06,11002.11,0.575,27,118.01,0.403,6.0,App,131,Email,0,3,0,0,Bajo,Lima,Cero Interés,1
71,8000.0,20,Universitario,Soltero,Preferente,17778.8,8898.63,0.501,23,251.21,0.421,8.0,App,294,App,0,1,1,0,Medio,Lima,Cero Interés,0
67,23866.45,24,Universitario,Soltero,Masivo,8220.18,2101.07,0.256,30,343.49,0.464,10.0,App,343,Email,0,2,1,0,Medio,Cusco,Cashback,0
61,23531.33,6,Postgrado,Casado,Masivo,16207.48,3186.67,0.197,65,259.23,0.034,,Web,24,Email,0,2,0,0,Bajo,Lima,Cashback,0
34,48272.29,6,Universitario,Casado,Preferente,18571.77,1240.13,0.067,29,260.63,0.585,19.0,App,180,Email,0,1,0,1,Bajo,Lima,Cashback,1
70,8172.44,23,Universitario,Soltero,Masivo,17928.78,13816.82,0.771,30,191.5,0.193,15.0,App,201,SMS,0,1,1,1,Medio,Lima,Cashback,0
57,40328.57,10,Secundaria,Casado,Masivo,21660.17,1675.52,0.077,43,91.23,0.912,7.0,Call,61,Email,0,3,0,0,Bajo,Lima,Cashback,1
30,13633.22,17,Universitario,Casado,Masivo,7664.59,6306.67,0.823,37,271.29,0.632,3.0,App,68,SMS,0,1,0,0,Bajo,Cusco,Cashback,1
27,14421.79,5,Tecnico,Divorciado,Masivo,13728.63,5589.88,0.407,20,138.42,0.831,6.0,Web,126,App,1,2,0,2,Bajo,Arequipa,Upgrade,1
68,9788.84,11,Universitario,Casado,Masivo,1000.0,869.21,0.869,18,364.13,0.492,8.0,Web,13,Email,0,4,0,0,Bajo,Cusco,Cero Interés,0
35,10467.96,17,Universitario,Soltero,Masivo,23081.72,4396.99,0.19,53,350.82,0.371,5.0,Web,130,Email,0,0,1,0,Bajo,Piura,Millas,0
62,22065.29,22,Tecnico,Casado,Masivo,15676.13,12211.98,0.779,18,450.34,0.258,,App,335,Call,0,1,0,0,Bajo,Lima,Cashback,1
28,10340.61,11,Universitario,Soltero,Masivo,14217.52,11786.65,0.829,55,204.72,0.396,11.0,Sucursal,335,SMS,0,1,0,0,Alto,Arequipa,Cashback,0
36,26111.79,2,Tecnico,Casado,Preferente,14103.6,6008.77,0.426,31,244.89,0.921,6.0,Web,352,Call,0,2,0,0,Bajo,Lima,Cashback,1
36,12945.67,10,Universitario,Soltero,Masivo,18361.72,17155.24,0.934,0,73.38,0.925,9.0,App,56,SMS,0,2,0,0,Alto,Chiclayo,Cero Interés,1
36,9832.84,16,Universitario,Soltero,Masivo,22284.72,5353.77,0.24,51,183.41,0.939,6.0,App,352,Call,1,3,1,0,Alto,Lima,Cashback,0
57,13850.76,22,Universitario,Viudo,Masivo,12961.72,1949.07,0.15,54,249.31,0.766,0.0,Call,276,SMS,0,6,2,0,Medio,Lima,Cero Interés,0
70,21340.32,21,Universitario,Casado,Masivo,17866.53,16512.17,0.924,50,259.38,0.179,0.0,App,314,App,1,4,1,1,Bajo,Lima,Cero Interés,0
70,15698.55,19,Secundaria,Casado,Masivo,17785.03,4993.15,0.281,31,204.38,0.718,9.0,Web,330,App,0,1,0,0,Bajo,Lima,Cashback,0
61,18344.87,4,Universitario,Divorciado,Masivo,1000.0,75.58,0.076,33,174.85,0.335,7.0,App,63,Email,0,3,0,0,Bajo,Lima,Millas,0
31,25542.62,13,Universitario,Soltero,Masivo,10043.94,4055.96,0.404,31,279.23,0.425,8.0,App,217,Call,0,2,0,0,Bajo,Lima,Cashback,0
72,30983.52,14,Tecnico,Soltero,Premium,18048.47,17004.52,0.942,27,214.15,0.461,9.0,Web,45,App,1,2,0,0,Alto,Piura,Cero Interés,0
50,15443.64,12,Tecnico,Casado,Preferente,23636.96,19064.75,0.807,45,407.28,0.256,9.0,Call,125,SMS,0,1,0,0,Bajo,Lima,Cero Interés,0
50,10698.82,23,Secundaria,Soltero,Masivo,24513.51,3350.94,0.137,36,280.29,0.208,7.0,App,26,Email,0,2,1,1,Bajo,Lima,Cashback,0
58,18733.1,24,Universitario,Casado,Preferente,6427.32,2402.95,0.374,31,185.95,0.104,14.0,Call,353,Email,0,2,1,0,Bajo,Lima,Upgrade,0
62,,6,Universitario,Soltero,Masivo,21995.9,11719.04,0.533,27,380.02,0.441,9.0,App,179,Call,0,1,0,0,Medio,Lima,Cashback,0
72,8687.47,23,Secundaria,Soltero,Preferente,22232.09,17046.35,0.767,42,129.25,0.592,,App,345,App,0,1,0,0,Bajo,Lima,Cashback,0
52,11552.95,21,Secundaria,Soltero,Preferente,17889.12,3990.49,0.223,62,203.03,0.882,5.0,Sucursal,349,Call,0,2,2,0,Alto,Lima,Cero Interés,0
53,12586.83,17,Tecnico,Soltero,Preferente,1000.0,131.82,0.132,42,124.21,0.018,2.0,Web,278,Email,1,1,0,1,Bajo,Lima,Upgrade,0
61,16253.91,10,Tecnico,Soltero,Masivo,11240.09,7983.79,0.71,15,219.51,0.045,,Call,327,App,0,2,0,0,Bajo,Lima,Millas,0
34,12326.21,19,Tecnico,Soltero,Preferente,15758.19,1091.1,0.069,39,414.78,0.743,12.0,App,139,Email,0,2,0,0,Medio,Lima,Upgrade,0
37,25681.35,15,Universitario,Soltero,Masivo,13348.51,6860.84,0.514,48,272.5,0.79,9.0,Web,259,Email,0,2,0,0,Medio,Cusco,Cero Interés,1
54,8082.31,22,Tecnico,Casado,Preferente,1000.0,685.69,0.686,52,42.64,0.034,6.0,Web,41,Email,0,1,0,0,Bajo,Lima,Cero Interés,0
24,,18,Universitario,Casado,Masivo,13171.01,8564.79,0.65,49,204.0,0.762,11.0,Call,314,Call,0,2,0,0,Medio,Chiclayo,Upgrade,0
38,15261.0,24,Tecnico,Soltero,Masivo,8485.34,4319.69,0.509,42,282.01,0.559,5.0,Call,116,App,0,4,0,0,Medio,Lima,Cero Interés,0
59,16517.47,11,Universitario,Soltero,Masivo,19135.81,14412.6,0.753,88,284.87,0.32,11.0,App,341,App,0,0,0,0,Bajo,Lima,Cashback,0
73,8713.93,2,Tecnico,Soltero,Masivo,18359.51,10668.45,0.581,18,229.07,0.653,15.0,Call,364,Call,0,6,1,0,Medio,Lima,Cashback,1
49,13314.72,12,Tecnico,Soltero,Masivo,18661.56,14763.14,0.791,66,342.3,0.307,7.0,Call,286,App,0,0,0,0,Medio,Chiclayo,Cashback,0
42,14757.08,24,Tecnico,Casado,Masivo,12414.38,7109.91,0.573,49,320.29,0.44,15.0,Call,324,Email,0,0,0,0,Alto,Lima,Cashback,1
44,14814.34,16,Universitario,Soltero,Masivo,15141.98,6650.22,0.439,81,231.79,0.488,6.0,App,344,Email,0,3,0,0,Medio,Lima,Cero Interés,0
58,19456.58,17,Postgrado,Viudo,Masivo,14412.63,8474.06,0.588,13,278.48,0.294,0.0,Call,46,App,0,2,0,0,Bajo,Trujillo,Millas,0
50,12954.66,16,Secundaria,Soltero,Masivo,21395.42,9254.73,0.433,67,233.13,0.328,12.0,,345,SMS,0,2,0,0,Alto,Lima,Cashback,0
22,37756.7,15,Universitario,Casado,Masivo,11266.71,2688.27,0.239,69,256.74,0.891,7.0,App,8,Call,0,0,0,0,Medio,Piura,Millas,1
